Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
France,10,0.994579971,1.000519991,1.00474,1.197710037,3,,106.1591034,105.953743,106.3561935,6,,,,5,4302412,,,102.8740005,102.588562,103.1471329,,,,,,,,15.04819012,,,,,,,243870,83.03234863,,1763,,,,,0.04214,11,99.662117,99.67961884,99.67105865,7,6109604,,,,,,,,104.1385574,104.3910217,103.8980408,,,,25.20491982,,,,457912,275279,60.11613846,67.62465668,75.21047974,60.34038162,,,,,,277,324,889,1479,0.3,0.4,1.2,2,47.93225241,30376991,9.050000191,8.989999771,9.020000458,17.95646444,62.00891081
Gabon,10,,,,,3,,,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,307,270,301,5.6,7.2,7.3,8.3,40.00703039,702664,28.01000023,14.27000046,19.77000046,37.0258697,59.41022284
"Gambia, The",9,1.094200015,,,,5,48.04031,41.67163849,42.90576172,40.46189117,7,,,,6,350323,51.81304,36.13813,98.01438141,102.4634628,93.64234924,,,,76.81635,18.65817,19.41295,19.02187,30.03428078,88.44197083,80.22028351,84.35405731,,,,9694,35.51681137,81.80852,65020,25341,14.30490971,39679,22.01074982,18.19148064,13,,,,6,,,163065,53.16469,19.33544,,,,,,,,,,,,,,7841,1525,19.4490509,,,,,,,11.18826962,2.420300007,402,268,407,484,6,4.7,8.3,11,43.94003356,753288,12.14999962,6.559999943,9.020000458,44.26874506,53.141274
Georgia,9,1.011530042,1.012490034,1.014289975,1.101709962,3,,,,,6,96.34047699,94.76690674,95.50823212,6,305368,47.71194,8.98194,98.63083649,99.22566223,98.09427643,102.18349,101.47393,101.81292,96.43624,1.31712,1.53879,1.43303,10.3344202,98.72270966,98.6364975,98.67887115,0.3322,0.44216,0.38969,33998,90.66416168,99.21379,2434,,,,,0.786210001,12,102.164093,101.4952316,101.8094482,6,280425,47.28394,269772,47.50196,8.28271,7.57537,10653,41.76288,105.9787216,106.7772598,105.2725677,95.94754,96.84329,95.15542,10.16456985,,,,37018,29752,80.37171173,60.33444977,63.73786163,57.25505829,,,,12.95149994,3.52105999,65,61,125,212,1.2,1.3,2.8,4.2,46.42039974,1922142,11.22000027,13.92000008,12.67000008,19.7952406,65.33926797
Germany,13,1.00722003,0.960990012,0.94155997,1.030769944,6,,108.5268784,108.0616302,108.9666519,6,101.5877686,100.1462402,100.8433228,4,2987112,,,103.8945618,104.279808,103.5328064,,,,,,,,5.049059868,,,,,,,244874,87.34036255,,19808,,,,,0.688939989,10,,,,9,6948797.5,,,,,,,,97.59349823,94.55297089,100.4210892,,,,9.632089615,,,,586911.8125,371794.3438,63.34756088,70.34264374,71.48545074,69.28555298,,,,,,284,316,942,1398,0.4,0.4,1.1,1.5,46.31661327,43562287,2.910000086,3.789999962,3.380000114,13.6210301,64.9170079
Ghana,11,1.012159944,1.002220035,0.985480011,0.765330017,5,28.79899,114.5470505,115.5529327,113.5823212,6,94.60922241,93.04157257,93.80911255,6,4401194,49.27979,27.24556,103.5684662,104.2070084,102.9555206,100.79903,99.92681,100.35399,84.48045,15.34949,15.50297,15.42734,27.85280991,,,,1.69284,1.91879,1.80744,161538,41.63230896,85.00771,153986,69192,3.324399948,84794,3.910779953,3.623579979,12,77.4006424,78.6553421,78.04167938,6,2677145,48.54687,2605193,49.19336,13.38026,16.01642,71952,25.13898,71.31968689,70.78669739,71.82997894,58.2609,58.78122,57.76273,16.12800026,,,,167150,42110,25.19293976,15.6917696,13.56527996,17.72464943,,,,18.59816933,3.989439964,4651,3240,4650,4299,6.2,4.8,7.6,7.8,46.55622413,12611143,4.289999962,4.050000191,4.159999847,37.59606159,59.33504041
Greece,10,1.003440022,0.975350022,0.948599994,1.000409961,6,,77.60772705,77.88819122,77.34532928,6,97.54270172,98.3012085,97.93238068,6,643187,,,99.36643219,99.54216766,99.20121765,,,,,,,,5.820390224,,,,,,,70598,71.82356262,,9246,3856,1.229380012,5390,1.615550041,1.428419948,12,93.52023315,94.98947906,94.271492,6,668196,,,,,,,,104.8778992,102.0523605,107.5824966,,,,4.437019825,,,,78505,47971,61.10565948,142.8520355,142.882431,142.8231506,,,,,,44,51,126,203,0.4,0.5,1.2,1.9,43.7303669,4804069,24.29000092,15.40999985,19.29000092,14.07124487,64.27348306
Grenada,12,0.984589994,1.004469991,1.032850027,1.198089957,5,12.36789,100.4891281,102.2803116,98.7779007,5,120.8596725,125.0299377,123.0012283,7,13195,48.21523,16.35068,106.8507614,105.9980011,107.6571579,99.55654,98.21053,98.86609,95.86628,2.75071,5.40026,4.12277,77.42327118,,,,1.60327,3.14649,2.40243,807,81.53656006,99.23558,94,,,,,0.764419973,12,112.3783035,101.2032089,106.6802979,5,9135,49.77559,9135,49.77559,12.7968,12.81206,,,120.1183395,122.0998917,118.2169495,,,,63.10892105,,,,713,463,64.93688965,104.561882,116.2242584,93.20107269,,,,,,3,3,4,6,1.8,2,2.6,3.4,,,,,,23.56128986,66.81680334
Guatemala,16,0.97420001,0.966359973,0.953310013,,7,,50.74465179,51.13417053,50.37176895,7,79.41378784,79.95549774,79.69037628,6,2362116,48.26948,20.26228,101.9026184,100.5426712,103.2051926,104.59575,105.9145,105.26949,86.88631,8.91823,11.60872,10.31004,12.15460968,72.89486694,70.85935974,71.84781647,7.76429,10.17959,9.01374,116577,64.6654129,89.21348,246375,117083,10.32452965,129292,10.92006016,10.62872028,13,55.17914963,57.58036041,56.40378189,6,1227191,47.83371,875321,46.55401,12.35231,10.49312,351870,51.01714,52.72243118,51.43817902,53.95769882,43.77665,42.97926,44.54363,63.00151825,,,,116952,57769,49.39548111,,,,55.59887,13.17728,13.89463,23.74954033,3.140929937,651,814,2462,3032,1.7,2.1,6.4,8.7,33.23798789,6690059,3.470000029,1.879999995,2.410000086,34.43539539,60.7525321
Guinea,6,,,,,5,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,61.64747,20.92364,17.2974,14.87012005,2.315939903,4702,2085,3971,4590,13,6.4,13.7,18.7,54.46515081,4290415,3.180000067,5.400000095,4.190000057,43.85017334,53.22380421
Guinea-Bissau,9,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,167,429,494,12.5,3.6,10.8,14.1,47.71154668,779107,2.809999943,2.859999895,2.839999914,42.33915221,54.83713146
Guyana,6,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99738026,5.493579865,30,42,94,183,2.1,2.9,6,11.6,39.02703866,306672,16.55999947,12.39000034,14.02000046,28.2145452,65.33518355
Haiti,6,,,,,6,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44034958,2.780469894,1624,1113,1591,2505,6.5,4.7,7,11.9,48.11985015,5044199,16.39999962,10.96000004,13.57999992,33.24224426,61.80835189
Heavily indebted poor countries (HIPC),8.5,0.94062,0.91696,0.85384,0.706830025,3,29.74233,24.53360939,24.63776016,24.4318409,,65.59207916,68.0164032,66.81575775,6,132000000,48.13873,39.66142,102.1012,98.94514,105.1919,116.4222,124.6291,120.5726,80.40995,,,,13.76441,56.1251,50.69747,53.28344,8.67686,9.20593,8.95124,3359544,42.21145,80.4261,21700000,11900000,18.70861053,9817893,15.0829401,16.87681007,,37.64628983,43.99171829,40.84294128,6,45100000,45.57916,40900000,45.89096,,21.37058,3999980,42.39084,41.39742,38.10805,44.63159,32.8487,30.48065,35.18121,21.33027,,,,2135095,547372.1,25.63689,8.877759933,7.347420216,10.39490032,,,,17.70918083,3.547209978,208759,125000,189599,203137,9.320066051,6.315316706,11.03343852,13.88717715,45.2845837,308022190,4.713910878,4.257558987,4.463428926,42.85605987,54.11553089
High income,10,0.99879,0.99674,0.99505,1.196310043,5,14.21111,84.34293365,84.41056061,84.27854919,,97.02462006,99.34442902,98.21237183,6,78400000,48.7117,14.03652,101.0169,100.9543,101.0765,98.36292,98.64522,98.50754,96.15167,,,,13.00261,95.73837,95.20755,95.46569,1.17117,1.65807,1.42089,5621228,81.70368,96.26165,1260048,610935,1.612969995,649113,1.632009983,1.622720003,,95.83856964,92.73216248,94.25405884,6,91800000,48.38355,76100000,49.35635,12.69984,12.63098,14000000,43.07556,105.9274,105.6577,106.1837,90.81931,91.268,90.39525,20.47921,,,,7288579,4378908,60.07903,77.04119873,85.70968628,68.88398743,,,,,,6739,7985,25150,45623,0.5,0.6,1.9,3.1,44.21446471,623331298,5.355600744,4.846318354,5.071681105,16.50812531,65.55909046
Honduras,12,,,,1.267459989,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,26.16422081,30.28330994,22.18382072,,,,22.95435905,6.06746006,397,532,851,1200,2,2.6,4.1,6.1,38.15528386,4499901,7.239999771,4.670000076,5.650000095,31.74088153,63.56850081
"Hong Kong SAR, China",9,1.044780016,1.007329941,0.969929993,1.101330042,3,,106.404808,109.3399506,103.8532181,6,105.6899185,103.4179764,104.4942322,6,365732,47.79839,13.34788,108.6176682,111.1567535,106.3924179,117.2294,110.50432,113.61493,95.45476,2.33105,2.78077,2.56581,18.77386093,98.21170807,96.5703125,97.35318756,0.36839,0.43317,0.40221,27400,76.90511322,96.26568,8187,,,,,2.431390047,12,105.6166382,107.7394028,106.7035065,6,349086,47.56879,341591,48.27001,,11.22247,7495,15.61041,107.4897919,105.7951126,109.0749817,96.14117,96.54371,95.76465,20.40929985,,,,31106,17488,56.22066116,76.92223358,81.11762238,72.89820862,22.08105,31.31521,29.38676,18.78783989,3.326519966,,,,,,,,,49.23992808,3961533,2.630000114,3.430000067,3.039999962,11.90089708,71.2240546
Hungary,13,0.992959976,0.994589984,0.995500028,1.184659958,5,,85.78372955,84.29859924,87.1967926,7,99.73872375,98.00428009,98.84925079,4,373837,,,96.76048279,96.4099884,97.09398651,,,,,,,,17.50602913,,,,,,,,,,17172,8558,4.542850018,8614,4.35119009,4.44464016,11,93.34484863,92.44094849,92.87969971,8,808569,,,,,,,,103.9211578,103.68013,104.1490402,,,,22.44384956,,,,,,,50.30653,55.56222916,45.30236053,,,,,,39,56,138,223,0.4,0.6,1.4,2,45.45373284,4732212,3.99000001,3.480000019,3.710000038,14.41199221,66.4302824
IBRD only,10,0.99951,1.00802,1.0169,1.150529981,5,16.72069,69.60028076,69.87081146,69.3525238,,95.32501221,94.67539978,94.98506165,6,419000000,48.66838,21.996,101.6957,101.6697,101.7195,101.3685,102.1615,101.7823,94.32971,,,,20.79686,91.12987,89.85655,90.46299,1.57036,2.1363,1.86087,19900000,68.17712,96.18396,13800000,6887406,3.496920109,6900853,3.202219963,3.342950106,,85.81706238,82.52261353,84.09455109,6,400000000,48.10305,354000000,48.77774,16.68433,17.23354,43800000,42.6422,83.79868,84.53326,83.12811,73.57131,74.77997,72.46928,27.48984,,,,23000000,12900000,55.98869,42.39883041,46.00431824,39.07917023,,,,,,157543,146727,268565,386067,2.068856877,1.971868426,3.661216154,5.191858144,36.98689702,2196684204,5.749734193,5.600733691,5.655363728,23.57935144,67.93742316
IDA & IBRD total,9,0.97893,0.9837,0.9892,1.104570031,3,18.23975,58.6149292,58.35609055,58.8564682,,87.79412842,88.52397919,88.17144012,6,654000000,48.39372,25.328,101.1766,100.063,102.2163,103.951,107.312,105.6886,88.61307,,,,19.34996,80.27896,77.67025,78.90986,3.05847,3.61487,3.3456,26500000,63.45213,89.76472,56900000,30800000,9.874690056,26000000,7.77989006,8.791370392,,73.76528168,73.15209198,73.44700623,6,508000000,47.88854,456000000,48.49572,17.71122,18.02335,49600000,42.29874,72.40063,71.99354,72.77939,63.32784,63.23281,63.41804,28.04105,,,,28000000,14800000,52.80119,33.4079895,35.31438065,31.62154007,,,,,,509497,363976,578303,714792,4.294438979,3.226848287,5.362587164,6.81147148,37.71022457,2826300638,5.595058522,5.356753554,5.446318882,27.48348558,65.2919282
IDA blend,9.5,0.91948,0.91125,0.89398,0.784080029,3,,71.86483765,69.37114716,74.23737335,,72.75289154,81.38627625,77.1725235,6,70800000,46.74869,34.26502,93.08309,89.0916,96.89392,94.88629,106.9453,101.0628,,,,,23.72771,70.79671,67.85813,69.20965,2.10862,2.37911,2.25266,2065857,55.17408,71.55632,18600000,10800000,29.15591049,7752085,19.90862083,24.42521095,,51.44966888,56.69919968,54.13904953,6,37100000,45.96137,35100000,46.20324,16.70423,18.86477,2214384,42.12489,48.13094,45.37252,50.75351,44.93787,42.98152,46.80114,23.0912,,,,1942763,999408.2,51.44263,9.935199738,8.711890221,11.11098003,,,,16.22542,4.408650041,126331,73749,84268,87130,8.790071013,5.812581467,7.449192257,8.581077032,35.88032964,194115801,5.859943895,5.218277384,5.450357259,38.93983897,57.61615251
IDA only,9,0.95372,0.94756,0.93442,0.760249972,3,27.46162,25.46817017,25.56110001,25.37767982,,73.89935303,73.45929718,73.6762085,6,164000000,48.37032,35.97722,103.7184,101.2332,106.1453,115.3946,121.9323,118.7054,81.34393,,,,13.75821,59.12016,53.5351,56.2125,7.5168,8.15525,7.84643,4585821,46.72659,81.83126,24500000,13100000,16.77839088,11400000,14.20775032,15.47782993,,48.8728714,51.5809288,50.23981857,6,71400000,47.70363,67200000,48.21193,26.25491,23.53348,3603713,38.22685,48.26444,46.6107,49.882,39.94525,37.76916,42.07594,33.70134,,,,3049690,902156.8,29.58192,11.79677963,10.18146038,13.39233971,,,,16.91456509,3.696439981,225623,143500,225470,241595,8.014126314,5.584789222,9.742630386,11.82178842,42.17435982,435500633,4.810384229,4.084255003,4.390087524,38.90214575,57.51025579
IDA total,9,0.94384,0.93662,0.92081,,3,24.10295,,,,,,,,6,235000000,47.87596,35.45098,100.2552,97.31497,103.1055,108.4509,116.7817,112.6861,,,,,16.75046,62.65289,58.10196,60.25657,5.91002,6.35963,6.14438,6662958,49.46728,78.47108,43100000,24000000,,19100000,,,,,,,6,109000000,47.09857,102000000,47.51872,22.18366,21.68306,5816735,39.71532,48.30385,46.28194,50.26238,41.64309,39.52295,43.6993,29.97396,,,,5031685,1932201,38.40067,,,,,,,16.83213997,3.696439981,351954,217249,309738,328725,8.275752175,5.660372896,8.987556527,10.74571559,40.23385978,629616434,5.098957894,4.459348489,4.716977197,38.9148302,57.54589195
Iceland,10,0.997550011,0.994610012,0.989440024,1.459110022,6,,95.67385101,96.09188843,95.26969147,6,97.68089294,100.6675568,99.20509338,7,32421,,,100.4399109,100.3130417,100.5593567,,,,,,,,2.775979996,,,,,,,3171,82.56070709,,19,,,,,0.058639999,13,97.88968658,97.7401123,97.81420898,7,35171,,,,,,,,117.9799423,117.3448563,118.5974197,,,,14.25037956,,,,,,,73.1032486,95.70391846,51.7650795,,,,,,1,1,6,7,0.2,0.3,1.5,1.5,47.2315121,212896,2.539999962,2.849999905,2.700000048,19.83232011,65.37258734
India,8,,,1.01473999,1.065080047,3,,60.65055847,62.3445816,59.11257935,6,,,,5,,,,,,,101.47116,101.22126,101.34015,,,,,,87.03320313,86.03627014,86.5114975,0.58136,0.61025,0.59637,,,,,,,,,,11,,,,7,131759760,48.05586,,,24.92784,28.52287,,,74.37950897,74.95496368,73.86634827,,,,51.13156128,,,,,,,28.06055069,29.06164932,27.17025948,,,,,,72012,71179,103186,148431,2.9,2.8,4.1,6.1,20.2092079,487622021,5.300000191,5.340000153,5.329999924,27.05330185,66.7667425
Indonesia,9,0.967230022,0.993399978,1.025020003,1.134420037,6,12.68243,62.34365845,59.12897873,65.41049194,7,101.6394424,102.9902802,102.3348389,6,29425748,47.77049,17.03493,106.41082,104.5897064,108.1328888,100.5169,104.42266,102.51958,93.4963,1.59705,1.07117,1.32239,22.8545208,,,,0.9885,1.64682,1.33223,1727377,68.43486023,94.37668,1555014,1073003,7.983670235,482011,3.391340017,5.623320103,13,,,,6,24893570,49.17247,19989539,50.7191,15.41893,15.2071,4904031,42.86818,88.91017151,90.04093933,87.8429184,78.73112,79.88474,77.64231,42.14046097,,,,1636970,922485,56.35319901,36.31103897,38.99365997,33.75196075,,,,,,15565,9338,22681,23967,3.3,2,4.9,5.4,39.2350446,132584070,4.179999828,4.539999962,4.400000095,26.55119731,67.59163708
"Iran, Islamic Rep.",9,,,,0.884459972,1,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,62.78507996,58.91133881,66.60736084,33.07452,34.40004,28.23956,21.14567947,3.955359936,2365,2173,5089,6390,1.8,1.8,4.7,5.4,19.59095163,27769381,18.95999908,10.38000011,12.06000042,24.47655866,69.33886753
Iraq,6,,,,,2,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195,1813,3763,4184,2.2,2.1,4.7,5.7,13.26712233,10163568,30.75,10.14000034,12.86999989,38.3865654,58.28983494
Ireland,10,0.994930029,1.06024003,1.140519977,1.11401999,5,,93.49385834,93.04443359,93.92227936,5,97.20471954,97.44635773,97.32833862,8,564304,,,101.0328827,100.7704697,101.2843781,,,,,,,,0.599319994,,,,,,,,,,10,,,,,0.00174,13,98.97885132,99.13426971,99.05756378,5,491761,,,,,,,,154.9082947,165.3072815,144.9407349,,,,0.213320002,,,,,,,77.28288269,82.06006622,72.70329285,,,,,,22,23,53,91,0.3,0.3,0.9,1.6,45.79965441,2385518,5.690000057,5.78000021,5.739999771,21.40641959,64.72777871
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,15,1.008780003,1.012850046,1.017429948,1.297410011,6,,111.0716476,110.6856232,111.4372864,6,102.8225098,102.0773163,102.4397507,6,936214,,,104.6884308,105.1582794,104.2435303,,,,,,,,23.23059082,,,,,,,77428,85.69122314,,2791,,,,,0.312099993,12,110.5645905,106.002533,108.2216415,6,836774,,,,,,,,105.5570602,106.4938889,104.6698532,,,,12.09622002,,,,,,,61.47687149,72.55491638,50.97639847,,,,,,66,67,161,190,0.4,0.5,1.2,1.6,47.45169243,4102566,3.950000048,4.039999962,4,27.92524646,60.09776752
Italy,12,0.967390001,0.978990018,0.986259997,1.255620003,3,,93.23574829,92.16190338,94.24762726,6,97.45059204,97.83162689,97.64672089,5,2870763,,,101.2479477,99.52188873,102.8769302,,,,,,,,5.978409767,,,,,,,252933,95.5328064,,89218,45651,3.316040039,43567,2.986680031,3.146600008,11,99.20674896,98.72815704,98.95992279,8,4630438,,,,,,,,101.3531036,100.6277924,102.0301285,,,,6.940229893,,,,460524,316135,68.64679718,64.29161835,74.12349701,55.17591858,,,,,,207,272,614,925,0.4,0.5,1.1,1.6,42.5713547,26032169,11.77999973,9.75,10.60999966,13.32911609,63.91920431
Jamaica,6,0.955259979,0.989049971,1.031919956,,6,10.80498,73.33309937,74.81903839,71.90676117,6,85.17263794,86.05065918,85.61917877,6,248836,48.08468,24.79434,90.99539185,88.88195801,93.04456329,79.2645,79.40949,79.33817,81.0188,4.39023,6.16872,5.31354,9.176320076,92.72859955,92.94589233,92.83731079,2.36049,3.28863,2.84127,10036,89.81665802,81.38229,42794,20612,15.31136036,22182,15.9765501,15.64908981,12,83.41908264,81.40500641,82.38955688,5,200563,49.71555,200563,49.71555,,16.69828,,,82.2886734,83.60948944,81.02319336,73.96802,76.31102,71.72318,2.02579999,,,,12011,8612,71.70094299,,,,34.16447,37.74991,19.59513,18.58399963,5.41478014,58,71,187,299,1.3,1.5,3.7,5.6,45.89017248,1473383,11.90999985,6.730000019,9.100000381,23.75009668,67.45326077
Japan,9,,,,,5,,,,,6,,,,6,6504523,,,,,,,,,,,,,1.192909956,,,,,,,422724,,,,,,,,,12,,,,6,6995597,,,,,,,,,,,,,,20.70574951,,,,637136,,,,,,,,,,,403,449,1111,2027,0.4,0.4,1,1.7,43.93716117,68355058,2.180000067,2.569999933,2.400000095,12.69684881,59.72678128
Jordan,10,0.981930017,1.002239943,1.033149958,1.156829953,2,17.55842,27.1366806,27.02684021,27.24270058,6,72.2363205,73.15522766,72.70050812,6,1133982,48.92256,18.53699,81.45890045,80.70693207,82.19239807,79.66851,82.23052,80.96908,80.8644,0.62188,0.76708,0.69604,34.44145966,96.11125946,94.53858185,95.30619049,1.07954,1.22564,1.15416,61174,79.05973053,80.95397,264821,135554,19.72003937,129267,18.34358025,19.02325058,12,59.16910172,58.89250946,59.02954865,6,789822,50.35248,766641,50.67404,14.55007,12.26127,23181,39.71787,63.11653137,64.15522003,62.09690094,62.59678,63.52398,61.68659,21.57840919,,,,64416,36697,56.96876907,34.41532135,37.37089157,31.51004028,42.23935,34.45793,22.74788,9.821080208,3.034349918,414,365,462,598,1.8,1.6,2.3,3.3,18.10454948,2582605,23.89999962,14.60999966,16.29000092,34.24549021,61.90801939
Kazakhstan,9,1.017199993,1.012189984,1.008129954,1.196969986,6,,,,,7,111.6650925,109.1739731,110.3839035,4,1406967,48.96945,19.63913,105.836731,106.7657623,104.9602966,100.51496,98.34189,99.39663,87.58681,0.58695,0.79194,0.69156,0.913030028,98.77169037,99.55275726,99.1699295,0.03295,0.05529,0.04435,71641,98.19377136,98.93539,13169,,,,,0.990610003,11,114.1263123,113.1189575,113.6107635,7,1842919,48.93286,1643803,49.71234,,6.95898,199116,42.49784,114.2437134,114.718071,113.7928391,99.83695,,,4.691800117,99.53135,99.53553,99.53347,264826,199921,75.49144745,53.98825073,60.03319931,48.20817947,0.65782,,9.38161,13.88018036,2.615950108,507,405,637,1100,1.4,1.5,3,4.4,48.0576579,9034737,5.369999886,4.369999886,4.849999905,28.46054978,64.14760395
Kenya,12,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10403061,5.306250095,7792,6001,7526,9735,5.6,4.6,6.6,9.9,49.03361929,23056079,2.819999933,2.460000038,2.640000105,39.78216693,57.87864645
Kiribati,9,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,15,20,5.6,3.9,7.2,9.1,,,,,,35.53997946,60.50739337
"Korea, Rep.",9,0.99822998,0.995530009,0.99289,0.802820027,5,,93.5247879,93.71816254,93.34133911,6,95.21920776,95.52410889,95.37677002,6,2719358,,,99.60977936,99.51876831,99.69550323,,,,,,,,1.54787004,,,,,,,165837,77.67868042,,25225,12519,0.945469975,12706,0.903760016,0.923990011,12,99.78881836,100.3355026,100.0731735,6,2893979,,,,,,,,98.50636292,98.14108276,98.84345245,,,,30.75198936,,,,230340,139553,60.58565903,95.864151,84.94790649,105.8117294,,,,,,180,190,594,1097,0.4,0.4,1.1,1.6,42.32771352,28303251,3.690000057,3.920000076,3.819999933,12.97332358,72.60812059
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9,1.103019953,,,1.529459953,2,8.32594,62.45246887,64.17503357,60.88444138,6,97.5434494,86.93634796,91.81941223,5,279956,48.97198,8.88073,92.36026764,97.21543121,88.13593292,93.36705,86.22486,89.5939,82.63321,2.21517,2.93512,2.58255,41.84835815,92.63082123,84.72583008,88.54453278,0.45439,0.57254,0.51485,31524,89.48103333,88.23607,,,,,,,11,100.8932037,88.64924622,94.29438019,7,,,324426,48.59136,,,,,,,,,,,,,,,45349,25681,56.62968826,54.36413956,76.13706207,35.82564926,,,,,,56,55,90,165,0.9,1,2.1,3.9,25.5646893,2386268,5.829999924,1.149999976,2.339999914,21.53888805,75.91063957
Kyrgyz Republic,10,0.993480027,0.996949971,0.999830008,1.229560018,6,,39.81790924,39.73289108,39.89886093,7,104.4391022,104.5904999,104.5162888,4,528627,48.7983,24.98946,107.5654068,107.2063522,107.9098663,105.47514,106.51598,106.007,89.85774,1.02612,1.19779,1.11402,2.079920053,97.77427673,98.70694733,98.25276184,0.01357,0.02401,0.01892,21154,98.52037048,98.66818,1414,,,,,0.287640005,11,95.21311951,95.00640869,95.10778809,7,675200,49.0348,620568,49.73959,,10.64648,54632,41.02907,95.05480957,95.04675293,95.06256866,84.38733,84.12084,84.64377,2.852040052,,,,63420,48757,76.87953186,41.26702118,46.73535919,36.0065918,,,,,,191,184,272,412,1.4,1.7,2.7,3.8,38.55875342,2526202,8.779999733,5.539999962,6.789999962,32.35041711,63.15485491
